;comments
185;"Die Wohnung ist wirklich das Geld wert. Sehr sauber, alles intakt, sehr guter Allgemeinzustand.
Die Lage ist gut, kurzer Weg in die City / Bahnhof.
Jacqueline ist sehr freundlich, sehr hilfsbereit, ich komme gerne wieder."
186;Sehr schöne Wohnung. Gastgeber reagiert schnell bei Fragen.
186;Alles wie beschrieben, soger besser als auf den Fotos. Es ist alles vorhanden was man braucht Top-Lage in gutem Quartier. Host sehr freundlich und hilfsbereich. Gerne wieder.
186;Freundliche und sehr angenehme Atmosphäre
186;Die Wohnung hat einen schönen Ausblick und ist für die Erreichbarkeit zur Innenstadt gut gelegen. Rakhal ist ein guter Gastgeber und kümmert sich gut um seine Gäste. Alles war sauber und die Wohnung ist gut eingerichtet. Ich kann die Unterkunft von Rakhal sehr empfehlen.
188;Ausgezeichnetes Studio-/Effizienzapartment mit Platz für eine Person oder ein Paar, schöner Küche und Bad sowie zusätzlicher Terrassenfläche mit schöner, luftiger Aussicht. Es war eine Freude, während meines längerfristigen Aufenthalts (11 Tage) in dieser Unterkunft zu übernachten. Sie liegt etwas weiter von der Stadt entfernt als einige andere, die ich gemietet habe, ist aber sehr schnell und häufig mit dem Bus oder der Straßenbahn zu erreichen (5 Minuten Fahrt, alle 5-10min). Und der Preis war sehr attraktiv, um etwaige Unannehmlichkeiten auszugleichen.
188;Schöne und ruhige Wohngegend, gute Restaurants ~10 Minuten über die Brücke, ~30-40 Minuten zu Fuß in die Altstadt. Ziemlich geräumiger Balkon mit entspannender Aussicht für Kaffee am Morgen und Wein am Abend. Tanya ist ansprechbar und zuverlässig und wird Ihnen helfen, so gut sie kann. Erwarten Sie aber nicht, dass sie sich zu sehr anstrengt, um Ihnen entgegenzukommen – seien Sie darauf vorbereitet, Ihre Probleme selbst zu lösen, wenn Sie welche haben. Bitte denken Sie daran, wenn Sie in die Schweiz reisen – nehmen Sie mindestens einen Netzsteckeradapter mit. Auch die Wohnung selbst ist ziemlich minimalistisch und nur eine Waschmaschine für das gesamte Gebäude macht einen längeren Aufenthalt zu einer Herausforderung. Perfekt für ein Wochenende in der Schweiz und bei diesem Preis kann man sich wirklich nicht beschweren :) Alles in allem eine angenehme Erfahrung, kann ich empfehlen
188;Die Anzeige entsprach der Beschreibung, das einzige, was zu wünschen übrig ließ, waren die Utensilien. In der Küche gab es kein Messer zum Schneiden, aber ich glaube, das könnte verbessert werden.
188;Perfekte Unterkunft für ein paar Tage in Zürich. gutes Preis-Leistungs-Verhältnis. komfortable Wohnung mit Terrasse.
188;Die Lage ist super und die Wohnung sehr gemütlich. Lediglich kleinste Küchenutensilien wie ein scharfes Messer fehlten. Dies lässt sich bestimmt schnell ändern :)
188;Super Wohnung, wirklich tolle Lage. Alles was man braucht für ein paar Tage in Zürich
188;Ausgezeichnetes Studio-/Effizienzapartment mit Platz für eine Person oder ein Paar, schöner Küche und Bad sowie zusätzlicher Terrassenfläche mit schöner, luftiger Aussicht. Es war eine Freude, während meines längerfristigen Aufenthalts (11 Tage) in dieser Unterkunft zu übernachten. Sie liegt etwas weiter von der Stadt entfernt als einige andere, die ich gemietet habe, ist aber sehr schnell und häufig mit dem Bus oder der Straßenbahn zu erreichen (5 Minuten Fahrt, alle 5-10min). Und der Preis war sehr attraktiv, um etwaige Unannehmlichkeiten auszugleichen.
188;Schöne und ruhige Wohngegend, gute Restaurants ~10 Minuten über die Brücke, ~30-40 Minuten zu Fuß in die Altstadt. Ziemlich geräumiger Balkon mit entspannender Aussicht für Kaffee am Morgen und Wein am Abend. Tanya ist ansprechbar und zuverlässig und wird Ihnen helfen, so gut sie kann. Erwarten Sie aber nicht, dass sie sich zu sehr anstrengt, um Ihnen entgegenzukommen – seien Sie darauf vorbereitet, Ihre Probleme selbst zu lösen, wenn Sie welche haben. Bitte denken Sie daran, wenn Sie in die Schweiz reisen – nehmen Sie mindestens einen Netzsteckeradapter mit. Auch die Wohnung selbst ist ziemlich minimalistisch und nur eine Waschmaschine für das gesamte Gebäude macht einen längeren Aufenthalt zu einer Herausforderung. Perfekt für ein Wochenende in der Schweiz und bei diesem Preis kann man sich wirklich nicht beschweren :) Alles in allem eine angenehme Erfahrung, kann ich empfehlen
188;Die Anzeige entsprach der Beschreibung, das einzige, was zu wünschen übrig ließ, waren die Utensilien. In der Küche gab es kein Messer zum Schneiden, aber ich glaube, das könnte verbessert werden.
188;Perfekte Unterkunft für ein paar Tage in Zürich. gutes Preis-Leistungs-Verhältnis. komfortable Wohnung mit Terrasse.
188;Sehr gut! Kann ich nur empfehlen :)
191;Sehr schöne Lage,unkomplizierter check in, ruhige Lage, nahe beim öv
191;Mein Aufenthalt war perfekt. Ich komme gerne wieder. Vielen Dank!
191;Sehr schöne, gut eingerichtete und ruhige Wohnung in bester Lage mit Blick über Zürich. Check In und Kommunikation haben bestens funktioniert. Wir haben uns sehr wohl gefühlt und würden auch jederzeit wieder kommen wollen.
191;Ein grosszügiges modernes Zimmer an perfekter Lage und mit wunderschöner Aussicht über die Stadt.
191;Wir waren schon zum zweiten Mal Gast in der Wohnung, die uns sehr gefällt. Diese liegt sehr ruhig oberhalb des Zürichbergs mit schönem Blick über die Stadt. Die Wohnung ist funktionell und geschmackvoll eingerichtet und befindet sich in der höheren Etage in einem sehr schönen und gepflegten Altbau. Die Innenstadt ist gut zu erreichen. Wir würden auch ein drittes Mal gerne wieder kommen wollen.
191;Top Aussicht, sehr zentral und verkehrsgünstig gelegen, super nettes Quartier, sehr bequeme Betten, geschmackvolle Einrichtung, großzügiges Bad, sehr schönes Haus, großes Entgegenkommen und gute Kommunikation ✨
191;Sehr schöne Lage,unkomplizierter check in, ruhige Lage, nahe beim öv
191;Mein Aufenthalt war perfekt. Ich komme gerne wieder. Vielen Dank!
191;Sehr schöne, gut eingerichtete und ruhige Wohnung in bester Lage mit Blick über Zürich. Check In und Kommunikation haben bestens funktioniert. Wir haben uns sehr wohl gefühlt und würden auch jederzeit wieder kommen wollen.
191;Ein grosszügiges modernes Zimmer an perfekter Lage und mit wunderschöner Aussicht über die Stadt.
191;Grosszügiges Zimmer in toller Lage am Züri-Berg. Nur wenige Minuten per Tram von der Innenstadt entfernt. Ideal für Stadtbesuche oder Business Travel.
192;"Lage, Ausstattung, Preis/Leistung Top
Sehr schönes Zimmer in dem man sich sehr Wohl fühlt.
Komme gern noch mal…"
192;Geht in Ordnung
192;"Sehr schöne Unterkunft, sauber, günstig gelegen. Die Kommunikation mit dem Gastgeber war einfach und schnell.

Das Einzige, was mich überrascht hat, war der Mangel an Grundprodukten wie Seife und Geschirrspülgeräten, aber ansonsten hatte ich einen tollen Aufenthalt."
192;Das Zimmer ist super sauber und komfortabel :)
192;Super Lage und Wohnung grundsätzlich wie beschrieben und sauber. Allerdings fehlten ein paar in der Beschreibung aufgeführten Dinge und die NachLieferung dieser hat verhältnismäßig lang gedauert! Darüber hinaus ist die Ausstattung in der Küche doch äußerst sparsam. Bei längeren Aufenthalten schränkt dies ein.
192;Schade, dass es dir nicht bei uns gefallen hat.
192;Aufenthalt war angenehm, alles klappt problemlos
192;"Lage, Ausstattung, Preis/Leistung Top
Sehr schönes Zimmer in dem man sich sehr Wohl fühlt.
Komme gern noch mal…"
192;Geht in Ordnung
192;"Sehr schöne Unterkunft, sauber, günstig gelegen. Die Kommunikation mit dem Gastgeber war einfach und schnell.

Das Einzige, was mich überrascht hat, war der Mangel an Grundprodukten wie Seife und Geschirrspülgeräten, aber ansonsten hatte ich einen tollen Aufenthalt."
192;Das Zimmer ist super sauber und komfortabel :)
192;Sehr schöne Unterkunft, sauber und nagelneu. Nicht zu weit vom Zentrum entfernt (ca. 20 Minuten mit der Straßenbahn). Alles war toll, aber es gab nicht viel Geschirr. Wenn du mehr kochen möchtest als nur eine Pasta, musst du ein paar zusätzliche Pads oder Accessoires kaufen. Tolle und klare Kommunikation mit dem Gastgeber, Mike war jederzeit erreichbar. Ich kann diese Unterkunft nur wärmstens empfehlen.
193;Sehr zufrieden! Der Gastgeber ist sehr flexibel und die Lage ist sehr Zentral.
193;"Super Lage in Laufnähe zum Stadion Letzigrund, schöne Bars, Cafes, Restaurants in der Nähe, Übernahme des Schlüssels per Schlüsselbox funktionierte perfekt.
Preis-Leistungsverhäktnis okay mit wenigen Mankos.
Wir hätten uns gewünscht über den immensen Baustellenlärm in der Nachbarschaft informiert worden zu sein. Dies hat den Aufenthalt etwas getrübt und dauert wohl noch eine Weile an…. dafür können die Vermieter aber nichts."
193;Die Zeit in der Wohnung war sehr schön. Die Kommunikation mit Carol war ganz einfach und nett. Check in unkompliziert und die Nachbarschaft sehr ruhig. Kann nur weiter empfehlen und gerne wieder.
193;Hübsches Apartment, toller Vermieter, wunderschönes Viertel. Immer wieder gerne
193;Alles bestens, einfache und schnelle Kommunikation. Sauber und angnehm.
193;Sehr genaue beschrieb hilfsbereit sehr sauber guter Service gerne wieder
193;Sehr zufrieden! Der Gastgeber ist sehr flexibel und die Lage ist sehr Zentral.
193;"Super Lage in Laufnähe zum Stadion Letzigrund, schöne Bars, Cafes, Restaurants in der Nähe, Übernahme des Schlüssels per Schlüsselbox funktionierte perfekt.
Preis-Leistungsverhäktnis okay mit wenigen Mankos.
Wir hätten uns gewünscht über den immensen Baustellenlärm in der Nachbarschaft informiert worden zu sein. Dies hat den Aufenthalt etwas getrübt und dauert wohl noch eine Weile an…. dafür können die Vermieter aber nichts."
193;Hallo Sandra, danke für dein Feedback. Ich möchte mich ausdrücklich für die Unannehmlichkeiten entschuldigen, die du während deines Aufenthalts hattest. Durch dein Feedback könnte ich meinen Helfer überprüfen und die Zufriedenheit unseres ankommenden Gastes noch verbessern. Nochmals Entschuldigung & einen schönen Tag noch. Viele Grüße, Samson
193;Die Zeit in der Wohnung war sehr schön. Die Kommunikation mit Carol war ganz einfach und nett. Check in unkompliziert und die Nachbarschaft sehr ruhig. Kann nur weiter empfehlen und gerne wieder.
193;Hübsches Apartment, toller Vermieter, wunderschönes Viertel. Immer wieder gerne
193;"Sehr gute Lage, grosszuegige Wohnung.
Gut verbunden zum Zentrum.
Buntes Viertel."
194;
194;"Liebe Vanessa! Wir haben einen tollen Aufenthalt in deiner Wohnung verbracht! Super sauber, neu und super nah an öffentlichen Verkehrsmitteln nach Zürich City. Vielen Dank für die fantastische Kommunikation und deine lokalen Tipps! Sehr zu empfehlen. Wir werden wieder hier übernachten!
Mehr anzeigen"
195;Wir hatten eine wunderbare Zeit in diesem wunderbaren Apartment. Es hat uns an nichts gefehlt und wir kommen gern wieder. Das Viertel ist sehr schön, nah zum See und gleichzeitig nah zur City. Die Anbindung mit öffentlichem Nahverkehr funktioniert super und ist auch zu empfehlen. Das Bad ist super schön und sehr geräumig.
195;Das Haus liegt in einem der schönsten Viertel von Zürich zentral an einer Straßenbahnhaltestelle. Das hat Vor - und Nachteile. Man kommt schnell überallhin, hat aber auch eine Geräuschkulisse. Bei geschlossenen Fenstern ist es ruhig, war aber recht stickig und heiß. Die Lüftungsanlage kommt an heißen Hochsommertagen an ihre Grenzen. In dem schönen, geschmackvoll eingerichteten Apartment habe ich mich ansonsten sehr wohlgefühlt. Das Bett ist super bequem und das Bad ein echtes Highlight! Es war insgesamt alles vorhanden, was ich benötigt habe und ich komme gerne wieder.
195;Die Wohnung ist sehr schön eingerichtet und liegt im schönen Seefeld, fußläufig zum See. Wunderschön! Die Hauptstraße hat uns nicht gestört und wir würden jederzeit wieder kommen.
195;Schönes Studio in sehr guter Lage. Einzig der Induktionskochherd, haber ich nicht verstanden, wie der funktioniert.
195;Hallo Niklaus. Danke für den Besuch und immer wieder herzlich willkommen. Wenn du den Induktionsherd nicht verstanden hast hättest du einfach fragen können :-)
195;"Einfach edel, stilvoll und in jeder Hinsicht angenehm. So stelle ich mir den Service und die Qualität der erbrachten Leistungen vor!
Nur für Empfehlungen.
Dankeschön"
195;alles tip top. schönre ruhige lage, in wunderschönen quartier in der nähe vom see.
195;Wir hatten eine wunderbare Zeit in diesem wunderbaren Apartment. Es hat uns an nichts gefehlt und wir kommen gern wieder. Das Viertel ist sehr schön, nah zum See und gleichzeitig nah zur City. Die Anbindung mit öffentlichem Nahverkehr funktioniert super und ist auch zu empfehlen. Das Bad ist super schön und sehr geräumig.
195;Das Haus liegt in einem der schönsten Viertel von Zürich zentral an einer Straßenbahnhaltestelle. Das hat Vor - und Nachteile. Man kommt schnell überallhin, hat aber auch eine Geräuschkulisse. Bei geschlossenen Fenstern ist es ruhig, war aber recht stickig und heiß. Die Lüftungsanlage kommt an heißen Hochsommertagen an ihre Grenzen. In dem schönen, geschmackvoll eingerichteten Apartment habe ich mich ansonsten sehr wohlgefühlt. Das Bett ist super bequem und das Bad ein echtes Highlight! Es war insgesamt alles vorhanden, was ich benötigt habe und ich komme gerne wieder.
195;Die Wohnung ist sehr schön eingerichtet und liegt im schönen Seefeld, fußläufig zum See. Wunderschön! Die Hauptstraße hat uns nicht gestört und wir würden jederzeit wieder kommen.
195;Sehr hübsche Wohnung , sehr gute Lage - hatten eine gute Zeit dort
196;Ich war einen ganzen Monat in Zürich und die Lage der Wohnung war einfach perfekt. Man ist in wenigen Minuten in der Altstadt oder am See, auch zum Bahnhof ist es nicht weit (was super war für meine Ausflüge am Wochenende). Es ist auch gleich eine Tramstation fast vor der Tür, aber auch zu Fuß ist alles erreichbar. Das Wohnhaus ist schön und man fühlt sich definitiv sehr sicher. Der Aufzug war sehr wichtig, weil ich so viel Gepäck hatte, auch die Waschmaschine im Keller war praktisch. Grundlegende Hygieneartikel gab's auch, Handtücher und Bettwäsche sowieso. Der Fernseher war auch super (zum WM schauen! Hopp, Schwiiz!). Der Gastgeber war sehr nett und hilfbereit. Alles in allem ein super Aufenthalt!
196;"Die Wohnung liegt sehr zentral, sodass man schnell in der Stadt oder am See ist. Restaurants, Bars etc. befinden sich alle in unmittelbarer Nähe. Sie entsprach auch den Bildern und war sehr sauber. Leider gibt es bei der Küche keinen Backofen und keinen Toaster oder Ähnliches. Wenn man das aber weiß, kann man sich darauf einstellen ;)
Die Kommunikation vorab war sehr gut und unkompliziert.
Für ein paar Tage in Zürich war die Wohnung völlig in Ordnung."
196;Eine sehr schöne Wohnung in guter Lage - die Ausstattung der Küche ist allerdings verbesserungswürdig
196;Ich kann einen Aufenthalt vollumfänglich empfehlen. Top Appartment in einer super Gegend.
196;Appartment liegt recht ruhig, zentral, gut angebunden, für Zürcher Verhältnisse preiswert, gut ausgestattet, problemlose Kommunikation und Schlüsselübergabe
198;Ich habe einen Monat in der Wohnung verbracht und fühlte mich wie zu Hause. Murat hat mir sehr geholfen und war in allen Situationen sehr hilfsbereit. Ich kann die Wohnung wirklich empfehlen. Speziell für die Lage direkt vor dem Bahnhof Altstetten.
198;Schöner Ort und Gastgeber, sehr zu empfehlen
198;"Murat war ein mehr als ausgezeichneter Gastgeber.

Er kümmert sich jederzeit um seine Gäste und steht ihm mit Rat und Tat zur Seite.

Es hat mir beim Parken und beim Benutzen der Waschmaschine geholfen.

Es handelt sich um eine sehr schöne und elegante Wohnung, die komplett eingerichtet und mit allen luxuriösen Details wie Highspeed-Internet und allen notwendigen Gegenständen im Haus ausgestattet ist.

Die Küche ist fantastisch, sie ist komplett ausgestattet.

Wenn ich nach Zürich zurückkehren muss, bin ich mir sicher, dass ich zu Murats Haus zurückkehren werde
Mehr sehen"
198;Super super geräumige Unterkunft, alle Annehmlichkeiten sind vorhanden und vor allem super gut gelegen (8 Minuten mit der Bahn oder dem Bus vom Zentrum Zürich entfernt). Murat ist sehr kommunikativ und super freundlich! Ich kann diese Unterkunft wärmstens empfehlen
