;Unnamed: 0;rating_overall;comments;preprocessed_comment
522;58;4.97;Alles wie beschrieben, Lage, Sauberkeit und Gastgeber war wirklich gut, würde wieder hier übernachten wollen:);beschrieben lage sauberkeit gastgeber wirklich gut übernachten
523;58;4.97;Sehr gemütlich und schön. In der Nähe des Hauptbahnhofs Zürich.;gemütlich schön nähe hauptbahnhofs zürich
524;59;4.33;Einfacher Check-in, in der Nähe des Stadtzentrums, geräumig;einfacher checkin nähe stadtzentrums geräumig
525;59;4.33;Die Check-in-Anweisungen waren unkompliziert. Das Haus ist nur wenige Gehminuten vom Zentrum entfernt. Der Gastgeber war immer reaktionsschnell. Insgesamt ein toller Aufenthalt!;checkinanweisungen unkompliziert haus wenige gehminuten zentrum entfernt gastgeber immer reaktionsschnell insgesamt toller aufenthalt
526;59;4.33;Vielen Dank;vielen dank
527;60;4.38;"Die Lage ist sehr gut und für ein Stadtzentrum überraschend ruhig. Wir (ein Ehepaar) haben unseren Aufenthalt wirklich genossen. Die Kommunikation war sehr gut und freundlich (wir haben uns nicht persönlich getroffen).
Am Anfang war es etwas kalt in der Wohnung, aber die Heizung funktionierte, nach einiger Zeit war es in Ordnung (das Wetter wurde kälter, als wir dort waren, also kann ich nicht sagen, dass dies ein Fehler der Gastgeber war).";lage gut stadtzentrum überraschend ruhig ehepaar aufenthalt wirklich genossen kommunikation gut freundlich persönlich getroffen anfang kalt wohnung heizung funktionierte zeit ordnung wetter wurde kälter sagen fehler gastgeber
528;60;4.38;Die Lage und der Preis sind absolut genial. Wer Zürich hautnah entdecken will ist mit dieser Wohnung sehr gut beraten. Zudem ist die Dachterrasse wirklich ein sehr schönes Benefit 👌 jedoch sollte man bedenken, dass die Wohnung direkt neben der Predigerkirche steht und es selten ruhig ist. Das Restaurant unter uns hat bei unserem Aufenthalt noch bis spät in die Nacht gefeiert. Doch man ist eben direkt in der Innenstadt und am Plus des Geschehens. Die Wohnung ist im großen und ganzen eine absolute Empfehlung.;lage preis absolut genial wer zürich hautnah entdecken wohnung gut beraten zudem dachterrasse wirklich schönes benefit jedoch bedenken wohnung direkt neben predigerkirche steht selten ruhig restaurant aufenthalt spät nacht gefeiert eben direkt innenstadt plus geschehens wohnung großen ganzen absolute empfehlung
529;60;4.38;Leider war die Unterkunft ganz anders als erwartet. Schmutzige Küche, die Kaffeemaschine war dreckig. Die Dusche war komplett dreckig und musste erstmal von uns selber gereinigt werden um sie zu benutzen. Lärm Nachts und Morgens, die Kirchenglocken läuten bis in die Nacht und das Lokal darunter ist auch sehr laut. Alles in allem gehört diese Wohnung aucj dringend einmal sarniert und ihr etwas mehr Liebe zum Detail geschenkt.;leider unterkunft ganz erwartet schmutzige küche kaffeemaschine dreckig dusche komplett dreckig erstmal selber gereinigt benutzen lärm nachts morgen kirchenglocken läuten nacht lokal darunter laut gehört wohnung aucj dringend sarniert mehr liebe detail geschenkt
530;60;4.38;Vielen Dank für die tolle Bewertung ! :-);vielen dank tolle bewertung
531;60;4.38;"Die Lage ist sehr gut und für ein Stadtzentrum überraschend ruhig. Wir (ein Ehepaar) haben unseren Aufenthalt wirklich genossen. Die Kommunikation war sehr gut und freundlich (wir haben uns nicht persönlich getroffen).
Am Anfang war es etwas kalt in der Wohnung, aber die Heizung funktionierte, nach einiger Zeit war es in Ordnung (das Wetter wurde kälter, als wir dort waren, also kann ich nicht sagen, dass dies ein Fehler der Gastgeber war).";lage gut stadtzentrum überraschend ruhig ehepaar aufenthalt wirklich genossen kommunikation gut freundlich persönlich getroffen anfang kalt wohnung heizung funktionierte zeit ordnung wetter wurde kälter sagen fehler gastgeber
532;60;4.38;Vielen Dank für einen tollen Aufenthalt. Alles war super 👍🏾;vielen dank tollen aufenthalt super
533;60;4.38;Dieses AirBnB ist wirklich ein Kloster für Restaurants in der Altstadt. Die beste Pizza, die ich je hatte, war im selben Block und das berühmte Restaurant, das Käsefondue serviert. Das Hauptproblem mit diesem Ort ist, dass er direkt neben einer Kirche liegt und die Glocken alle 15 Minuten Tag und Nacht losgehen.;airbnb wirklich kloster restaurant altstadt beste pizza je selben block berühmte restaurant käsefondue serviert hauptproblem ort direkt neben kirche liegt glocken 15 minuten tag nacht losgehen
534;60;4.38;Ordentliche Wohnung in unschlagbarer Lage.;ordentliche wohnung unschlagbarer lage
535;60;4.38;Ich übernachtete in einem anderen Studio von Chris, und es war ausgezeichnet. Sauber, gut eingerichtet, praktisch zu allem. Ich würde definitiv wieder dort übernachten.;übernachtete studio chris ausgezeichnet sauber gut eingerichtet praktisch definitiv übernachten
536;61;4.83;Ich war 2 mal nun in der Badenerstrasse 414 einquartiert und finde, das Preisleistungsverhaeltnis einfach top! Super zentrale Lage mit prima ÖV. Top!;2 mal badenerstrasse 414 einquartiert finde preisleistungsverhaeltnis einfach top super zentrale lage prima öv top
537;61;4.83;Nettes Apartment, sauber, problemloser & sehr freundlicher Check-Inn.;nettes apartment sauber problemloser freundlicher checkinn
538;61;4.83;Sehr sauber, der Kontakt war freundlich und unkompliziert. Die Lage ist direkt an einer extrem lauten Straße.;sauber kontakt freundlich unkompliziert lage direkt extrem lauten straße
539;61;4.83;vielen dank. schoenes zimmer leider etwas laut vom verkehr.;vielen dank schoenes zimmer leider laut verkehr
540;61;4.83;sehr schnelle Anwort, super sauber, super Lage;schnelle anwort super sauber super lage
541;61;4.83;Ich war 2 mal nun in der Badenerstrasse 414 einquartiert und finde, das Preisleistungsverhaeltnis einfach top! Super zentrale Lage mit prima ÖV. Top!;2 mal badenerstrasse 414 einquartiert finde preisleistungsverhaeltnis einfach top super zentrale lage prima öv top
542;61;4.83;Nettes Apartment, sauber, problemloser & sehr freundlicher Check-Inn.;nettes apartment sauber problemloser freundlicher checkinn
543;61;4.83;Sehr sauber, der Kontakt war freundlich und unkompliziert. Die Lage ist direkt an einer extrem lauten Straße.;sauber kontakt freundlich unkompliziert lage direkt extrem lauten straße
544;61;4.83;alles i. O. nichts fehlt für einen schönen aufenthalt. super host.;i o fehlt schönen aufenthalt super host
545;62;4.77;Sehr gutes Appartement und Gastgeberin!;gutes appartement gastgeberin
546;62;4.77;Immer wieder ein Vergnügen!;immer vergnügen
547;62;4.77;Die Wohnung hat mir gut gefallen. Die Einrichtung war zweckmässig und gepflegt. Für meine Weiterbildung lag die Wohnung gut und ist mit ÖV auch sehr gut erreichbar.;wohnung gut gefallen einrichtung zweckmässig gepflegt weiterbildung lag wohnung gut öv gut erreichbar
548;62;4.77;Alles super, würde auf jeden Fall wieder kommen! Die Wohnung war sehr sauber und sehr gut mit allem ausgestattet. Ich arbeite online und das Internet war hervorragend. Rossana war sehr hilfreich, sodass ich sogar etwas später auschecken durfte. Vielen lieben Dank für alles :-);super fall kommen wohnung sauber gut ausgestattet arbeite online internet hervorragend rossana hilfreich soda sogar später auschecken durfte vielen lieben dank
549;62;4.77;Perfekt, wie immer!;perfekt immer
550;62;4.77;Schönes Appartement, sehr gute Kommunikation, top!;schönes appartement gute kommunikation top
551;62;4.77;Sehr gutes Appartement und Gastgeberin!;gutes appartement gastgeberin
552;62;4.77;Immer wieder ein Vergnügen!;immer vergnügen
553;62;4.77;Die Wohnung hat mir gut gefallen. Die Einrichtung war zweckmässig und gepflegt. Für meine Weiterbildung lag die Wohnung gut und ist mit ÖV auch sehr gut erreichbar.;wohnung gut gefallen einrichtung zweckmässig gepflegt weiterbildung lag wohnung gut öv gut erreichbar
554;62;4.77;Alles super, würde auf jeden Fall wieder kommen! Die Wohnung war sehr sauber und sehr gut mit allem ausgestattet. Ich arbeite online und das Internet war hervorragend. Rossana war sehr hilfreich, sodass ich sogar etwas später auschecken durfte. Vielen lieben Dank für alles :-);super fall kommen wohnung sauber gut ausgestattet arbeite online internet hervorragend rossana hilfreich soda sogar später auschecken durfte vielen lieben dank
555;62;4.77;Sehr sauber und alles was man braucht!;sauber braucht
556;63;4.88;Das Apartment ist sehr gut eingerichtet, hat eine prima Küchenausstattung, das Bett (1,80 x 2,00 m) ist bequem, insgesamt alles tiptop sauber. Wir konnten für 20 CHF einen Stellplatz direkt am Haus mieten. Mit der Tram kommt man schnell in die Innenstadt. Der Kontakt war ausgesprochen freundlich. Leider ist der Straßenlärm selbst bei geschlossenen Fenstern gut hörbar. Auch von den Nachbarn ist viel, auch allzu Privates, zu hören. Daher sind wir kurzfristig wieder ausgezogen. Die Kommunikation danach war vorbildlich. Sonia sagte zu, sich insbesondere um den Nachbarschaftslärm zu kümmern und wir mussten nur die tatsächlichen Übernachtungen zahlen, ohne dass wir dies zuvor erbeten hatten.;apartment gut eingerichtet prima küchenausstattung bett 180 x 200 m bequem insgesamt tiptop sauber konnten 20 chf stellplatz direkt haus mieten tram kommt schnell innenstadt kontakt ausgesprochen freundlich leider straßenlärm geschlossenen fenstern gut hörbar nachbarn allzu private hören daher kurzfristig ausgezogen kommunikation danach vorbildlich sonia sagte insbesondere nachbarschaftslärm kümmern mussten tatsächlichen übernachtungen zahlen zuvor erbeten
557;63;4.88;Ein sehr schönes Ambiente mit vielen kleinen Details, die einem ein Gefühl von ‚Zuhause sein‘ bieten.;schönes ambiente vielen kleinen detail gefühl zuhause bieten
558;63;4.88;Das Aribnb kann ich nur jedem empfehlen. Die Einrichtung sowie die Ausstattung der Küche ist ein Traum. Wir haben uns sehr wohl gefühlt. Die Lage des Apartements liegt direkt an der Straße, wo auch eine Straßenbahn fährt, weswegen es etwas laut ist. Außerdem befindet sich das Airbnb etwas außerhalb vom Zentrum. Aber die Altstadt von Zürich ist zu Fuß 20 Minuten erreichbar oder man nimmt die Bahn, dann geht es noch schneller. Also zusammengefasst war es ein wunderschöner Aufenthalt dort und Zürich ist eine sehenswerte Stadt.;aribnb empfehlen einrichtung sowie ausstattung küche traum wohl gefühlt lage apartements liegt direkt straße straßenbahn fährt weswegen laut außerdem befindet airbnb außerhalb zentrum altstadt zürich fuß 20 minuten erreichbar nimmt bahn geht schneller zusammengefasst wunderschöner aufenthalt zürich sehenswerte stadt
559;63;4.88;Alles bestens - gerne wieder!;bestens gerne
560;63;4.88;Die Wohnung ist zentral gelegen und hat gute Bahnverbindungen. Stilvolle Einrichtung und sauber. Die Küche hat alles was man braucht. Wir hatten einen angenehmen Aufenthalt.;wohnung zentral gelegen gute bahnverbindungen stilvolle einrichtung sauber küche braucht angenehmen aufenthalt
561;63;4.88;Das Apartment ist sehr gut eingerichtet, hat eine prima Küchenausstattung, das Bett (1,80 x 2,00 m) ist bequem, insgesamt alles tiptop sauber. Wir konnten für 20 CHF einen Stellplatz direkt am Haus mieten. Mit der Tram kommt man schnell in die Innenstadt. Der Kontakt war ausgesprochen freundlich. Leider ist der Straßenlärm selbst bei geschlossenen Fenstern gut hörbar. Auch von den Nachbarn ist viel, auch allzu Privates, zu hören. Daher sind wir kurzfristig wieder ausgezogen. Die Kommunikation danach war vorbildlich. Sonia sagte zu, sich insbesondere um den Nachbarschaftslärm zu kümmern und wir mussten nur die tatsächlichen Übernachtungen zahlen, ohne dass wir dies zuvor erbeten hatten.;apartment gut eingerichtet prima küchenausstattung bett 180 x 200 m bequem insgesamt tiptop sauber konnten 20 chf stellplatz direkt haus mieten tram kommt schnell innenstadt kontakt ausgesprochen freundlich leider straßenlärm geschlossenen fenstern gut hörbar nachbarn allzu private hören daher kurzfristig ausgezogen kommunikation danach vorbildlich sonia sagte insbesondere nachbarschaftslärm kümmern mussten tatsächlichen übernachtungen zahlen zuvor erbeten
562;63;4.88;Ein sehr schönes Ambiente mit vielen kleinen Details, die einem ein Gefühl von ‚Zuhause sein‘ bieten.;schönes ambiente vielen kleinen detail gefühl zuhause bieten
563;63;4.88;Das Aribnb kann ich nur jedem empfehlen. Die Einrichtung sowie die Ausstattung der Küche ist ein Traum. Wir haben uns sehr wohl gefühlt. Die Lage des Apartements liegt direkt an der Straße, wo auch eine Straßenbahn fährt, weswegen es etwas laut ist. Außerdem befindet sich das Airbnb etwas außerhalb vom Zentrum. Aber die Altstadt von Zürich ist zu Fuß 20 Minuten erreichbar oder man nimmt die Bahn, dann geht es noch schneller. Also zusammengefasst war es ein wunderschöner Aufenthalt dort und Zürich ist eine sehenswerte Stadt.;aribnb empfehlen einrichtung sowie ausstattung küche traum wohl gefühlt lage apartements liegt direkt straße straßenbahn fährt weswegen laut außerdem befindet airbnb außerhalb zentrum altstadt zürich fuß 20 minuten erreichbar nimmt bahn geht schneller zusammengefasst wunderschöner aufenthalt zürich sehenswerte stadt
564;63;4.88;Die Lage ist nah genug an vielen öffentlichen Verkehrsmitteln, sodass es SEHR einfach war, sich fortzubewegen, sobald wir es herausgefunden haben. Der Aufenthalt war schön, Sonia und Pablo sind sehr reaktionsschnell und hilfsbereit. Das Haus selbst war sehr einfach einzuchecken, und es fühlte sich ein paar Tage sehr wie unsere eigene Unterkunft an. Ich würde empfehlen, sicher hierher zu kommen, und hoffe, dass wir in Zukunft wiederkommen können!;lage nah genug vielen öffentlichen verkehrsmitteln soda einfach fortzubewegen sobald herausgefunden aufenthalt schön sonia pablo reaktionsschnell hilfsbereit haus einfach einzuchecken fühlte paar tage eigene unterkunft empfehlen sicher hierher kommen hoffe zukunft wiederkommen
565;64;4.63;Das Studio ist sehr zentral und überraschend gut ausgestattet mit einer funktionalen Küche und einem Klappbett. Der einzige Nachteil ist, dass es in der Nähe der Hauptstraße ist, daher sehr laut, ich empfehle dringend, ein Paar Ohrstöpsel mitzubringen! Ansonsten hat es ein wirklich tolles Preis-Leistungs-Verhältnis.;studio zentral überraschend gut ausgestattet funktionalen küche klappbett einzige nachteil nähe hauptstraße daher laut empfehle dringend paar ohrstöpsel mitzubringen ansonsten wirklich tolles preisleistungsverhältnis
566;64;4.63;Ein schönes Studio in einem sehr schönen Viertel! Sie enthält alles, was du benötigst. Ich würde es definitiv empfehlen.;schönes studio schönen viertel enthält benötigst definitiv empfehlen
567;64;4.63;Marynas Unterkunft befindet sich in perfekter Lage - in der Nähe der Altstadt, des Sees und des Bahnhofs. Es ist gemütlich, aber gut organisiert mit ausreichend Stauraum und einer überraschend funktionierenden Küche. Für diejenigen, die leichte Schläfer sein können, die in den Sommermonaten bei geöffneten Fenstern zu Besuch sind - es gibt eine ziemlich große Menge Verkehrslärm, aber ein billiges Paar Ohrstöpsel hat das für mich gelöst. Maryna kommuniziert schnell und klar und konnte jedes Problem lösen, das ich hatte. Sie hat mir sogar einen Stuhl für den Schreibtisch im Zimmer liefern lassen!;marynas unterkunft befindet perfekter lage nähe altstadt see bahnhofs gemütlich gut organisiert ausreichend stauraum überraschend funktionierenden küche diejenigen leichte schläfer sommermonaten geöffneten fenstern besuch gibt ziemlich große menge verkehrslärm billiges paar ohrstöpsel gelöst maryna kommuniziert schnell klar konnte problem lösen sogar stuhl schreibtisch zimmer liefern lassen
